"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"29,Big South Conference,9,120,140,.462,-9.92,-6.71,0,1,0,Birmingham-Southern Liberty,Liberty"
"30,Independent,4,36,74,.327,-11.88,-2.54,0,0,0,,"
"31,Mid-Eastern Athletic Conference,11,125,196,.389,-13.74,-9.43,0,1,0,Coppin State South Carolina State,Florida A&M"
"32,Southwest Athletic Conference,10,119,169,.413,-15.90,-11.27,0,1,0,Alabama State Mississippi Valley State,Alabama State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Southeastern Conference,12,220,145,.603,12.95,8.58,4,6,0,Kentucky (East) Mississippi State (West),Kentucky"
"2,Big 12 Conference,12,238,146,.620,12.94,8.21,4,6,2,Kansas,Oklahoma"
"3,Atlantic Coast Conference,9,170,111,.605,12.75,7.83,3,4,0,Wake Forest,Duke"
"4,Big East Conference,14,262,179,.594,11.03,7.13,4,4,1,Boston College (East) Connecticut (East) Pittsburgh (West) Syracuse (West),Pittsburgh"
"5,Big Ten Conference,11,200,146,.578,10.68,7.66,2,5,0,Wisconsin,Illinois"
"6,Pacific-10 Conference,10,170,132,.563,9.81,7.72,2,5,0,Arizona,Oregon"
"7,Conference USA,14,231,187,.553,7.22,5.44,3,4,1,Marquette (American) Memphis (National),Louisville"
"8,Mountain West Conference,8,147,101,.593,6.39,4.10,0,3,0,Brigham Young Utah,Colorado State"
"9,Atlantic 10 Conference,12,184,174,.514,4.28,3.98,2,3,0,Saint Joseph's (East) Xavier (West),Dayton"
"10,Missouri Valley Conference,10,148,152,.493,1.60,1.70,1,2,0,Southern Illinois,Creighton"
"11,West Coast Conference,8,122,115,.515,1.28,1.45,0,2,0,Gonzaga,San Diego"
"12,Western Athletic Conference,10,154,143,.519,0.94,1.23,0,1,0,Fresno State,Tulsa"
"13,Sun Belt Conference,11,172,154,.528,0.87,0.49,0,1,0,Western Kentucky (East) Louisiana (West),Western Kentucky"
"14,Horizon League,9,142,131,.520,0.66,0.53,0,2,0,Butler,Milwaukee"
"15,Mid-American Conference,13,196,188,.510,0.46,0.94,0,1,0,Kent State (East) Central Michigan (West),Central Michigan"
"16,Colonial Athletic Association,10,141,148,.488,-2.77,-2.57,0,1,0,North Carolina-Wilmington,North Carolina-Wilmington"
"17,Big West Conference,10,138,151,.478,-2.94,-1.54,0,1,0,UC-Santa Barbara,Utah State"
"18,Metro Atlantic Athletic Conference,10,146,147,.498,-3.20,-2.54,0,1,0,Manhattan,Manhattan"
"19,Big Sky Conference,8,115,118,.494,-3.32,-1.73,0,1,0,Weber State,Weber State"
"20,Ivy Group,8,100,119,.457,-5.08,-3.54,0,1,0,Pennsylvania,"
"21,Southern Conference,12,180,174,.508,-5.59,-3.45,0,1,0,Appalachian State (North) Davidson (North) East Tennessee State (North) College of Charleston (South),East Tennessee State"
"22,Ohio Valley Conference,9,132,131,.502,-5.77,-3.13,0,1,0,Austin Peay Morehead State,Austin Peay"
"23,Mid-Continent Conference,8,105,131,.445,-6.03,-3.13,0,1,0,Valparaiso,IUPUI"
"24,America East Conference,9,126,139,.475,-6.77,-4.99,0,1,0,Boston University,Vermont"
"25,Patriot League,8,112,118,.487,-7.14,-5.70,0,1,0,Holy Cross,Holy Cross"
"26,Atlantic Sun Conference,12,171,178,.490,-7.41,-5.47,0,1,0,Belmont (North) Mercer (South) Troy (South),Troy"
"27,Southland Conference,11,147,163,.474,-9.08,-6.53,0,1,0,Sam Houston State,Sam Houston State"
"28,Northeast Conference,12,156,186,.456,-10.80,-8.21,0,1,0,Wagner,Wagner"
"29,Big South Conference,8,105,126,.455,-13.22,-8.84,0,1,0,Winthrop,North Carolina-Asheville"
"30,Southwest Athletic Conference,10,121,172,.413,-13.82,-9.34,0,1,0,Prairie View Texas Southern,Texas Southern"
"31,Mid-Eastern Athletic Conference,11,130,188,.409,-14.59,-10.32,0,1,0,South Carolina State,South Carolina State"
"32,Independent,6,58,114,.337,-16.02,-5.96,0,0,0,,"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Southeastern Conference,12,239,148,.618,13.72,8.64,5,6,0,Florida (East) Georgia (East) Kentucky (East) Alabama (West),Mississippi State"
"2,Atlantic Coast Conference,9,172,114,.601,12.99,8.71,2,4,1,Maryland,Duke"
"3,Pacific-10 Conference,10,179,131,.577,11.15,8.67,4,6,0,Oregon,Arizona"
"4,Big Ten Conference,11,197,153,.563,10.93,8.36,2,5,1,Illinois Indiana Ohio State Wisconsin,Ohio State"
"5,Big 12 Conference,12,232,153,.603,10.39,6.88,3,6,2,Kansas,Oklahoma"
"6,Big East Conference,14,266,178,.599,9.24,5.44,3,6,0,Connecticut (East) Pittsburgh (West),Connecticut"
"7,Conference USA,14,247,190,.565,8.11,5.65,2,3,0,Cincinnati (American) Memphis (National),Cincinnati"
"8,Mountain West Conference,8,140,104,.574,6.56,4.44,0,3,0,Wyoming,San Diego State"
"9,Atlantic 10 Conference,12,189,179,.514,3.56,3.95,1,1,0,Saint Joseph's (East) Temple (East) Xavier (West),Xavier"
"10,Western Athletic Conference,10,170,145,.540,3.15,2.47,1,2,0,Hawaii Tulsa,Hawaii"
"11,West Coast Conference,8,117,120,.494,0.39,1.09,1,2,0,Gonzaga Pepperdine,Gonzaga"
"12,Mid-American Conference,13,204,196,.510,0.28,0.90,0,1,0,Kent State (East) Ball State (West),Kent State"
"13,Missouri Valley Conference,10,150,154,.493,0.26,0.82,0,2,0,Creighton Southern Illinois,Creighton"
"14,Horizon League,9,140,130,.519,0.12,-0.19,0,1,0,Butler,Illinois-Chicago"
"15,Sun Belt Conference,11,170,158,.518,-0.75,-0.74,1,1,0,Western Kentucky (East) Louisiana (West) New Mexico State (West),Western Kentucky"
"16,Big West Conference,10,146,144,.503,-1.78,-0.63,0,1,0,UC-Irvine Utah State,UC-Santa Barbara"
"17,Southern Conference,12,189,162,.538,-1.80,-1.03,0,1,0,Davidson (North) East Tennessee State (North) North Carolina-Greensboro (North) Chattanooga (South) College of Charleston (South) Georgia Southern (South),Davidson"
"18,Colonial Athletic Association,10,151,149,.503,-2.63,-2.00,0,1,0,North Carolina-Wilmington,North Carolina-Wilmington"
"19,Mid-Continent Conference,8,117,119,.496,-2.79,-1.40,0,1,0,Valparaiso,Valparaiso"
"20,Ivy Group,8,118,109,.520,-4.40,-3.90,0,1,0,Pennsylvania Princeton Yale,"
"21,Big Sky Conference,8,116,115,.502,-5.16,-2.55,0,1,0,Montana State,Montana"
"22,Ohio Valley Conference,9,132,138,.489,-5.64,-2.41,0,1,0,Tennessee Tech,Murray State"
"23,Metro Atlantic Athletic Conference,10,135,163,.453,-5.69,-4.86,0,1,0,Marist Rider,Siena"
"24,Atlantic Sun Conference,11,155,162,.489,-6.82,-4.84,0,1,0,Georgia State Troy,Florida Atlantic"
"25,Patriot League,8,108,127,.460,-8.15,-6.39,0,1,0,American,Holy Cross"
"26,Southland Conference,11,148,168,.468,-9.24,-6.46,0,1,0,McNeese State,McNeese State"
"27,Independent,3,39,47,.453,-11.23,-1.85,0,0,0,,"
"28,America East Conference,9,110,153,.418,-12.26,-8.70,0,1,0,Boston University Vermont,Boston University"
"29,Northeast Conference,12,154,193,.444,-12.35,-9.26,0,1,0,Central Connecticut State,Central Connecticut State"
"30,Mid-Eastern Athletic Conference,11,137,189,.420,-12.55,-8.20,0,1,0,Hampton,Hampton"
"31,Big South Conference,8,96,140,.407,-12.65,-6.85,0,1,0,North Carolina-Asheville Winthrop,Winthrop"
"32,Southwest Athletic Conference,10,119,171,.410,-18.08,-12.15,0,1,0,Alcorn State,Alcorn State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,176,111,.613,16.47,10.65,5,6,2,Duke North Carolina,Duke"
"2,Southeastern Conference,12,237,146,.619,14.11,8.71,3,6,0,Florida (East) Kentucky (East) Mississippi (West),Kentucky"
"3,Big Ten Conference,11,214,138,.608,14.00,10.13,5,7,1,Illinois Michigan State,Iowa"
"4,Pacific-10 Conference,10,185,127,.593,12.89,9.72,3,5,1,Stanford,"
"5,Big 12 Conference,12,220,152,.591,9.65,6.46,4,6,0,Iowa State,Oklahoma"
"6,Big East Conference,14,257,171,.600,8.63,5.21,4,5,0,Boston College (East) Notre Dame (West),Boston College"
"7,Western Athletic Conference,9,168,112,.600,7.86,4.41,0,2,0,Fresno State,Hawaii"
"8,Conference USA,12,199,178,.528,7.47,6.33,0,2,0,Cincinnati (American) Southern Mississippi (National),Charlotte"
"9,Atlantic 10 Conference,11,179,164,.522,6.19,5.65,1,3,0,Saint Joseph's,Temple"
"10,Mountain West Conference,8,137,105,.566,5.74,3.85,0,1,0,Brigham Young Utah Wyoming,Brigham Young"
"11,Missouri Valley Conference,10,157,146,.518,2.42,1.82,0,2,0,Creighton,Indiana State"
"12,Midwestern Collegiate Conference,8,130,112,.537,2.23,2.01,0,1,0,Butler,Butler"
"13,Mid-American Conference,13,184,200,.479,-0.42,0.93,0,1,0,Kent State (East) Central Michigan (West),Kent State"
"14,West Coast Conference,8,118,122,.492,-0.60,1.18,0,1,0,Gonzaga,Gonzaga"
"15,Colonial Athletic Association,9,132,130,.504,-0.96,-1.14,0,1,0,Richmond,George Mason"
"16,Big West Conference,9,139,128,.521,-2.93,-0.86,0,1,0,UC-Irvine,Utah State"
"17,Big Sky Conference,9,124,133,.482,-3.13,-1.58,0,1,0,Cal State Northridge,Cal State Northridge"
"18,Sun Belt Conference,12,172,178,.491,-3.48,-1.83,0,1,0,Western Kentucky (East) South Alabama (West),Western Kentucky"
"19,Metro Atlantic Athletic Conference,10,146,149,.495,-4.71,-3.86,0,1,0,Iona Niagara Siena,Iona"
"20,Ohio Valley Conference,9,137,125,.523,-4.98,-3.26,0,1,0,Tennessee Tech,Eastern Illinois"
"21,Mid-Continent Conference,9,125,140,.472,-5.39,-2.65,0,1,0,Southern Utah Valparaiso,Southern Utah"
"22,Southern Conference,12,170,182,.483,-6.95,-4.87,0,1,0,East Tennessee State (North) College of Charleston (South),North Carolina-Greensboro"
"23,America East Conference,10,138,150,.479,-7.14,-5.77,0,1,0,Hofstra,Hofstra"
"24,Trans America Athletic Conference,10,142,155,.478,-7.99,-5.97,0,1,0,Georgia State,Georgia State"
"25,Patriot League,7,102,101,.502,-8.55,-7.05,0,1,0,Holy Cross,Holy Cross"
"26,Ivy Group,8,94,123,.433,-8.82,-6.00,0,1,0,Princeton,"
"27,Independent,5,56,84,.400,-11.51,-4.98,0,0,0,,"
"28,Northeast Conference,12,148,193,.434,-11.64,-8.86,0,1,0,St. Francis (NY),Monmouth"
"29,Southland Conference,11,148,167,.470,-11.73,-8.54,0,1,0,McNeese State,Northwestern State"
"30,Big South Conference,8,100,130,.435,-12.56,-7.97,0,1,0,Radford,Winthrop"
"31,Mid-Eastern Athletic Conference,11,139,182,.433,-14.63,-9.83,0,1,0,Hampton South Carolina State,Hampton"
"32,Southwest Athletic Conference,10,113,170,.399,-17.50,-11.41,0,1,0,Alabama State,Alabama State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Southeastern Conference,12,239,150,.614,13.00,7.96,5,6,1,Florida (East) Kentucky (East) Tennessee (East) Louisiana State (West),Arkansas"
"2,Big Ten Conference,11,208,144,.591,12.86,9.64,5,6,2,Michigan State Ohio State,Michigan State"
"3,Atlantic Coast Conference,9,172,123,.583,12.49,8.58,2,3,1,Duke,Duke"
"4,Pacific-10 Conference,10,179,131,.577,11.78,8.80,2,4,0,Arizona Stanford,"
"5,Big 12 Conference,12,224,154,.593,10.14,7.10,4,6,0,Iowa State,Iowa State"
"6,Conference USA,12,212,161,.568,9.43,6.46,1,4,0,Cincinnati (American) South Florida (National) Tulane (National),Saint Louis"
"7,Big East Conference,13,246,171,.590,8.82,5.72,4,5,0,Miami (FL) Syracuse,St. John's (NY)"
"8,Western Athletic Conference,8,145,102,.587,5.66,2.84,1,2,0,Tulsa,Fresno State"
"9,Mountain West Conference,8,136,109,.555,5.05,3.51,0,2,0,Nevada-Las Vegas Utah,Nevada-Las Vegas"
"10,Atlantic 10 Conference,12,191,176,.520,4.93,4.32,1,3,0,Temple (East) Dayton (West),Temple"
"11,Missouri Valley Conference,10,167,142,.540,3.62,2.59,0,2,0,Indiana State,Creighton"
"12,West Coast Conference,8,129,112,.535,2.38,2.50,0,2,0,Pepperdine,Gonzaga"
"13,Mid-American Conference,13,207,178,.538,2.14,2.04,0,1,0,Bowling Green State (East) Ball State (West) Toledo (West),Ball State"
"14,Midwestern Collegiate Conference,8,124,115,.519,1.06,0.39,0,1,0,Butler,Butler"
"15,Big Sky Conference,9,134,122,.523,-0.23,0.73,0,1,0,Eastern Washington Montana,Northern Arizona"
"16,Big West Conference,12,171,177,.491,-1.20,0.51,0,1,0,Utah State (East) Long Beach State (West),Utah State"
"17,Colonial Athletic Association,9,132,131,.502,-2.53,-2.15,0,1,0,George Mason James Madison,North Carolina-Wilmington"
"18,Ohio Valley Conference,10,145,143,.503,-3.58,-2.33,0,1,0,Murray State Southeast Missouri State,Southeast Missouri State"
"19,Sun Belt Conference,9,124,141,.468,-3.75,-2.20,0,1,0,Louisiana South Alabama,Louisiana"
"20,Metro Atlantic Athletic Conference,10,139,154,.474,-6.51,-5.18,0,1,0,Siena,Iona"
"21,Mid-Continent Conference,9,114,150,.432,-6.61,-3.43,0,1,0,Oakland,Valparaiso"
"22,Southern Conference,12,174,178,.494,-7.21,-4.67,0,1,0,Appalachian State (North) College of Charleston (South),Appalachian State"
"23,Southland Conference,11,148,163,.476,-7.66,-5.11,0,1,0,Sam Houston State,Lamar"
"24,Patriot League,7,100,102,.495,-8.66,-7.35,0,1,0,Lafayette Navy,Lafayette"
"25,Trans America Athletic Conference,10,133,162,.451,-8.92,-6.51,0,1,0,Georgia State Troy,Samford"
"26,Ivy Group,8,99,122,.448,-9.63,-7.36,0,1,0,Pennsylvania,"
"27,America East Conference,10,139,155,.473,-9.69,-7.67,0,1,0,Hofstra,Hofstra"
"28,Northeast Conference,12,160,183,.466,-10.29,-8.01,0,1,0,Central Connecticut State,Central Connecticut State"
"29,Big South Conference,8,106,123,.463,-11.06,-6.70,0,1,0,Radford,Winthrop"
"30,Independent,5,46,95,.326,-12.37,-3.03,0,0,0,,"
"31,Mid-Eastern Athletic Conference,11,125,199,.386,-15.46,-10.06,0,1,0,South Carolina State,South Carolina State"
"32,Southwest Athletic Conference,10,120,168,.417,-16.87,-11.31,0,1,0,Alcorn State,Jackson State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,187,110,.630,14.83,9.01,3,3,1,Duke,Duke"
"2,Big Ten Conference,11,217,134,.618,14.48,10.47,5,7,2,Michigan State,Michigan State"
"3,Pacific-10 Conference,10,180,121,.598,11.67,8.60,3,4,0,Stanford,"
"4,Southeastern Conference,12,229,149,.606,11.29,6.59,5,6,0,Tennessee (East) Auburn (West),Kentucky"
"5,Big East Conference,13,236,171,.580,10.87,7.94,3,5,1,Connecticut,Connecticut"
"6,Conference USA,12,199,161,.553,7.84,5.72,2,4,0,Cincinnati (American) Alabama-Birmingham (National),Charlotte"
"7,Big 12 Conference,12,211,166,.560,7.35,5.12,1,5,0,Texas,Kansas"
"8,Missouri Valley Conference,10,162,133,.549,6.31,4.87,0,3,0,Evansville,Creighton"
"9,Western Athletic Conference,16,264,208,.559,4.74,2.90,2,3,0,Nevada-Las Vegas (Mountain) Tulsa (Mountain) Utah (Pacific),Utah"
"10,Atlantic 10 Conference,12,183,178,.507,4.70,4.31,0,3,0,Temple (East) George Washington (West),Rhode Island"
"11,Mid-American Conference,13,189,170,.526,1.79,2.04,0,2,0,Miami (OH) (East) Toledo (West),Kent State"
"12,West Coast Conference,8,124,114,.521,0.47,1.20,0,1,0,Gonzaga,Gonzaga"
"13,Midwestern Collegiate Conference,8,114,117,.494,-1.29,0.06,0,1,0,Detroit Mercy,Detroit Mercy"
"14,Sun Belt Conference,8,113,116,.493,-1.68,-0.73,0,1,0,Louisiana Tech,Arkansas State"
"15,Colonial Athletic Association,9,129,130,.498,-2.15,-2.32,0,1,0,George Mason,George Mason"
"16,Big Sky Conference,9,128,126,.504,-3.06,-1.55,0,1,0,Weber State,Weber State"
"17,Big West Conference,12,159,173,.479,-4.35,-1.98,0,1,0,Boise State (East) New Mexico State (East) UC-Santa Barbara (West),New Mexico State"
"18,Metro Atlantic Athletic Conference,10,145,139,.511,-4.77,-4.61,0,1,0,Niagara Siena,Siena"
"19,Mid-Continent Conference,8,105,125,.457,-6.16,-3.26,0,1,0,Oral Roberts Valparaiso,Valparaiso"
"20,Ohio Valley Conference,10,131,152,.463,-7.81,-4.45,0,1,0,Murray State,Murray State"
"21,America East Conference,10,137,147,.482,-8.30,-6.61,0,1,0,Delaware Drexel,Delaware"
"22,Ivy Group,8,99,114,.465,-8.33,-6.48,0,1,0,Pennsylvania,"
"23,Southern Conference,12,168,168,.500,-8.91,-5.71,1,1,0,Appalachian State (North) College of Charleston (South),College of Charleston"
"24,Independent,2,15,39,.278,-9.07,-1.72,0,0,0,,"
"25,Northeast Conference,11,142,164,.464,-9.68,-7.66,0,1,0,Maryland-Baltimore County,Mount St. Mary's"
"26,Patriot League,7,93,103,.474,-10.84,-7.29,0,1,0,Lafayette,Lafayette"
"27,Southland Conference,11,135,164,.452,-10.90,-7.20,0,1,0,Texas State,Texas-San Antonio"
"28,Trans America Athletic Conference,11,140,163,.462,-10.97,-7.57,0,1,0,Samford,Samford"
"29,Big South Conference,6,75,93,.446,-14.27,-7.68,0,1,0,Winthrop,Winthrop"
"30,Mid-Eastern Athletic Conference,11,125,182,.407,-14.38,-9.85,0,1,0,Coppin State South Carolina State,Florida A&M"
"31,Southwest Athletic Conference,9,108,140,.435,-15.85,-10.36,0,1,0,Alcorn State,Alcorn State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,186,109,.631,16.05,10.09,3,5,1,Duke,North Carolina"
"2,Big Ten Conference,11,207,144,.590,12.59,8.37,4,5,0,Illinois Michigan State,Michigan"
"3,Southeastern Conference,12,233,143,.620,11.48,6.96,4,5,1,Kentucky (East) Mississippi (West),Kentucky"
"4,Pacific-10 Conference,10,179,127,.585,10.12,8.07,3,4,1,Arizona,"
"5,Big East Conference,13,231,167,.580,9.43,7.07,2,5,0,Connecticut (Big East 6) Syracuse (Big East 7),Connecticut"
"6,Big 12 Conference,12,206,158,.566,7.17,5.11,1,4,0,Kansas,Kansas"
"7,Atlantic 10 Conference,12,198,165,.545,6.43,5.04,2,5,0,Temple (East) Dayton (West) George Washington (West) Xavier (West),Xavier"
"8,Conference USA,12,201,172,.539,5.96,5.02,1,3,0,Cincinnati (American) Memphis (National),Cincinnati"
"9,Western Athletic Conference,16,272,204,.571,5.27,3.71,3,4,1,Utah (Mountain) Texas Christian (Pacific),Nevada-Las Vegas"
"10,West Coast Conference,8,124,103,.546,2.07,1.37,0,1,0,Gonzaga,San Francisco"
"11,Missouri Valley Conference,10,148,146,.503,2.04,1.65,0,1,0,Illinois State,Illinois State"
"12,Midwestern Collegiate Conference,8,126,107,.541,0.75,1.09,0,3,0,Detroit Mercy Illinois-Chicago,Butler"
"13,Mid-American Conference,12,165,167,.497,0.14,1.01,0,2,0,Akron (East) Ball State (West),Eastern Michigan"
"14,Metro Atlantic Athletic Conference,10,144,139,.509,-1.66,-1.98,0,1,0,Iona,Iona"
"15,Big West Conference,12,171,174,.496,-1.78,-0.11,0,1,0,Utah State (East) Pacific (West),Utah State"
"16,Colonial Athletic Association,9,123,131,.484,-1.90,-1.31,0,1,0,North Carolina-Wilmington William & Mary,Richmond"
"17,Sun Belt Conference,10,137,145,.486,-3.43,-2.35,0,1,0,Arkansas State South Alabama,South Alabama"
"18,America East Conference,10,141,142,.498,-5.13,-4.25,0,1,0,Boston University Delaware,Delaware"
"19,Big Sky Conference,8,105,118,.471,-5.27,-3.28,0,1,0,Northern Arizona,Northern Arizona"
"20,Northeast Conference,9,118,135,.466,-7.51,-5.71,0,1,0,Long Island University,Fairleigh Dickinson"
"21,Ivy Group,8,102,112,.477,-8.10,-6.36,1,1,0,Princeton,"
"22,Ohio Valley Conference,10,137,145,.486,-8.20,-5.68,1,1,0,Murray State,Murray State"
"23,Mid-Continent Conference,9,117,137,.461,-9.52,-5.41,0,1,0,Valparaiso,Valparaiso"
"24,Southern Conference,11,143,165,.464,-10.24,-6.19,0,1,0,Appalachian State (North) Davidson (North) Chattanooga (South),Davidson"
"25,Southland Conference,10,123,150,.451,-10.71,-7.30,0,1,0,Nicholls State,Nicholls State"
"26,Patriot League,7,86,109,.441,-11.05,-7.59,0,1,0,Lafayette Navy,Navy"
"27,Trans America Athletic Conference,12,152,179,.459,-11.18,-8.20,0,1,0,College of Charleston (East) Georgia State (West),College of Charleston"
"28,Southwest Athletic Conference,8,101,124,.449,-12.88,-8.44,0,1,0,Texas Southern,Prairie View"
"29,Big South Conference,7,84,111,.431,-13.53,-8.31,0,1,0,North Carolina-Asheville,Radford"
"30,Mid-Eastern Athletic Conference,11,121,183,.398,-15.74,-10.18,0,1,0,Coppin State,South Carolina State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,184,102,.643,17.33,10.68,5,6,1,Duke,North Carolina"
"2,Pacific-10 Conference,10,175,124,.585,12.48,9.37,3,5,1,UCLA,"
"3,Big Ten Conference,11,201,136,.596,12.42,9.08,2,6,1,Minnesota,"
"4,Big East Conference,13,232,169,.579,10.44,7.72,2,4,0,Boston College (Big East 6) Villanova (Big East 6) Georgetown (Big East 7),Boston College"
"5,Big 12 Conference,12,222,147,.602,10.23,6.74,3,5,0,Kansas,Kansas"
"6,Southeastern Conference,12,219,157,.582,10.19,6.74,3,5,1,South Carolina (East) Mississippi (West),Kentucky"
"7,Atlantic 10 Conference,12,190,162,.540,7.90,5.98,2,5,0,Saint Joseph's (East) Xavier (West),Saint Joseph's"
"8,Conference USA,12,195,166,.540,5.47,4.09,2,4,0,Cincinnati (Blue) Tulane (Red) Charlotte (White) Memphis (White),Marquette"
"9,Western Athletic Conference,16,269,203,.570,4.64,3.54,2,3,0,Utah (Mountain) Fresno State (Pacific) Hawaii (Pacific),Utah"
"10,Missouri Valley Conference,10,154,141,.522,3.72,2.95,0,1,0,Illinois State,Illinois State"
"11,Mid-American Conference,10,149,135,.525,1.17,1.13,0,1,0,Bowling Green State Miami (OH),Miami (OH)"
"12,Colonial Athletic Association,9,131,125,.512,-0.98,-0.88,0,1,0,North Carolina-Wilmington Old Dominion,Old Dominion"
"13,West Coast Conference,8,109,115,.487,-1.21,-0.27,0,1,0,Saint Mary's (CA) Santa Clara,Saint Mary's (CA)"
"14,Big West Conference,12,174,164,.515,-1.32,-0.58,0,1,0,Nevada (East) New Mexico State (East) Utah State (East) Pacific (West),Pacific"
"15,Midwestern Collegiate Conference,9,116,140,.453,-2.81,-0.82,0,1,0,Butler,Butler"
"16,Metro Atlantic Athletic Conference,8,105,121,.465,-3.90,-3.22,0,1,0,Iona,Fairfield"
"17,Sun Belt Conference,10,140,142,.496,-4.55,-3.28,0,1,0,New Orleans South Alabama,South Alabama"
"18,America East Conference,10,139,148,.484,-5.13,-3.73,0,1,0,Boston University,Boston University"
"19,Independent,3,37,44,.457,-5.32,-1.39,0,0,0,,"
"20,Big Sky Conference,8,111,115,.491,-5.51,-3.44,0,1,0,Northern Arizona,Montana"
"21,Ivy Group,8,106,104,.505,-5.77,-5.03,0,1,0,Princeton,"
"22,Mid-Continent Conference,9,123,128,.490,-7.48,-5.33,0,1,0,Valparaiso,Valparaiso"
"23,Northeast Conference,10,130,149,.466,-8.08,-6.32,0,1,0,Long Island University,Long Island University"
"24,Southern Conference,10,142,142,.500,-9.04,-5.38,0,1,0,Davidson (North) Marshall (North) Chattanooga (South),Chattanooga"
"25,Ohio Valley Conference,10,131,153,.461,-9.94,-6.95,0,1,0,Austin Peay Murray State,Murray State"
"26,Big South Conference,8,111,118,.485,-10.02,-6.15,0,1,0,Liberty North Carolina-Asheville,Charleston Southern"
"27,Southland Conference,9,112,135,.453,-11.52,-7.69,0,1,0,Louisiana-Monroe McNeese State Texas State,Texas State"
"28,Patriot League,7,80,114,.412,-12.25,-7.58,0,1,0,Navy,Navy"
"29,Mid-Eastern Athletic Conference,10,113,165,.406,-13.25,-8.78,0,1,0,Coppin State,Coppin State"
"30,Trans America Athletic Conference,12,149,182,.450,-13.54,-9.83,1,1,0,College of Charleston (East) Samford (West),College of Charleston"
"31,Southwest Athletic Conference,8,94,131,.418,-16.65,-9.98,0,1,0,Mississippi Valley State,Jackson State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,164,111,.596,14.98,10.20,3,6,0,Georgia Tech,Wake Forest"
"2,Big East Conference,13,231,163,.586,13.33,9.75,4,5,1,Connecticut (Big East 6) Georgetown (Big East 7),Connecticut"
"3,Southeastern Conference,12,226,148,.604,11.34,7.44,2,4,2,Kentucky (East) Mississippi State (West),Mississippi State"
"4,Big Ten Conference,11,197,139,.586,11.13,7.82,3,5,0,Purdue,"
"5,Big Eight Conference,8,152,96,.613,10.46,6.55,2,4,0,Kansas,Iowa State"
"6,Conference USA,11,198,135,.595,9.75,6.00,4,4,0,Cincinnati (Blue) Tulane (Red) Memphis (White),Cincinnati"
"7,Pacific-10 Conference,10,161,130,.553,8.61,6.98,2,4,0,UCLA,"
"8,Western Athletic Conference,10,167,133,.557,6.24,4.86,2,2,0,Utah,New Mexico"
"9,Atlantic 10 Conference,12,195,168,.537,5.04,4.15,2,4,1,Massachusetts (East) George Washington (West) Virginia Tech (West),Massachusetts"
"10,Southwest Conference,8,125,105,.543,3.25,2.70,1,2,0,Texas Tech,Texas Tech"
"11,Missouri Valley Conference,11,164,152,.519,2.56,1.82,0,2,0,Bradley,Tulsa"
"12,Mid-American Conference,10,148,135,.523,2.37,2.19,0,1,0,Eastern Michigan,Eastern Michigan"
"13,West Coast Conference,8,129,99,.566,0.80,0.22,0,2,0,Gonzaga Santa Clara,Portland"
"14,Sun Belt Conference,10,141,139,.504,-0.57,-0.24,0,1,0,Little Rock New Orleans,New Orleans"
"15,Big West Conference,10,132,146,.475,-0.94,-0.02,0,1,0,Long Beach State,San Jose State"
"16,Colonial Athletic Association,9,123,136,.475,-1.88,-0.97,0,1,0,Virginia Commonwealth,Virginia Commonwealth"
"17,Midwestern Collegiate Conference,9,128,122,.512,-2.18,-1.56,0,2,0,Green Bay,Northern Illinois"
"18,Metro Atlantic Athletic Conference,8,122,105,.537,-2.20,-2.68,0,1,0,Fairfield Iona,Canisius"
"19,Big Sky Conference,8,108,114,.486,-3.87,-2.29,0,1,0,Montana State,Montana State"
"20,North Atlantic Conference,10,128,152,.457,-6.03,-4.18,0,1,0,Drexel,Drexel"
"21,Ohio Valley Conference,9,122,128,.488,-6.87,-4.16,0,1,0,Murray State,Austin Peay"
"22,Southern Conference,10,130,147,.469,-7.45,-4.26,0,1,0,Davidson (North) Western Carolina (South),Western Carolina"
"23,Ivy Group,8,105,107,.495,-7.92,-6.32,0,1,0,Princeton,"
