"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"412,2013,NBA,1,14,UTA,Shabazz Muhammad\muhamsh01,20.231,F-G,us,University of California Los Angeles,2014,2018,278,17.2,9.0,2.8,0.5,0.3,0.1,.473,.510,.319,.751,8.5,.085"
"413,2015,NBA,1,24,CLE,Tyus Jones\jonesty01,19.050,G,us,Duke University,2016,2019,247,17.7,5.1,1.5,3.3,1.0,0.1,.419,.464,.333,.819,8.4,.092"
"414,2014,NBA,1,9,CHH,Noah Vonleh\vonleno01,18.311,F,us,Indiana University,2015,2019,299,17.7,5.1,5.4,0.8,0.4,0.4,.453,.491,.316,.683,8.3,.075"
"415,2015,NBA,1,15,ATL,Kelly Oubre\oubreke01,19.203,F,us,University of Kansas,2016,2019,292,22.1,9.4,3.7,0.8,0.8,0.4,.424,.500,.321,.778,8.3,.062"
"416,2015,NBA,1,19,WAS,Jerian Grant\grantje02,22.264,G,us,University of Notre Dame,2016,2019,273,18.0,6.1,1.9,2.9,0.7,0.1,.412,.465,.324,.771,8.3,.081"
"417,2000,NBA,1,29,LAL,Mark Madsen\madsema01,24.158,F,us,Stanford University,2001,2009,453,11.8,2.2,2.6,0.4,0.3,0.2,.457,.465,.063,.527,8.2,.074"
"418,2010,NBA,2,55,UTA,Jeremy Evans\evansje01,22.249,F,us,Western Kentucky University,2011,2018,250,10.5,3.5,2.6,0.4,0.4,0.5,.569,.583,.231,.687,8.2,.150"
"419,2015,NBA,1,12,UTA,Trey Lyles\lylestr01,19.237,F,ca,University of Kentucky,2016,2019,288,17.5,7.6,3.9,1.1,0.4,0.3,.431,.495,.331,.705,8.1,.077"
"420,2014,NBA,1,13,MIN,Zach LaVine\lavinza01,19.113,G,us,University of California Los Angeles,2015,2019,293,29.9,16.1,3.4,3.5,0.8,0.2,.446,.481,.373,.824,8.0,.044"
"421,2003,NBA,1,9,NYK,Mike Sweetney\sweetmi01,20.249,F,us,Georgetown University,2004,2007,233,15.5,6.5,4.5,0.6,0.3,0.5,.485,.485,.000,.689,7.8,.103"
"422,2005,NBA,1,16,TOR,Joey Graham\grahajo01,23.023,F,us,Oklahoma State University,2006,2011,377,16.2,5.9,2.8,0.5,0.4,0.1,.483,.503,.300,.815,7.8,.061"
"423,2015,NBA,1,10,MIA,Justise Winslow\winslju01,19.095,F,us,Duke University,2016,2019,230,28.2,8.9,5.3,2.7,1.0,0.4,.419,.448,.343,.644,7.8,.057"
"424,2015,NBA,2,35,PHI,Willy Hernangómez\hernawi01,21.034,C,es,,2017,2019,178,14.8,7.0,5.6,1.1,0.4,0.4,.530,.543,.364,.696,7.8,.142"
"425,2001,NBA,2,35,NJN,Brian Scalabrine\scalabr01,23.107,F,us,University of Southern California,2002,2012,520,13.0,3.1,2.0,0.8,0.3,0.2,.390,.415,.344,.783,7.6,.054"
"426,2008,NBA,1,20,CHA,Alexis Ajinça\ajincal01,20.056,C-F,fr,,2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,.503,.510,.286,.797,7.5,.093"
"427,2007,NBA,1,1,POR,Greg Oden\odengr01,19.162,C,us,Ohio State University,2009,2014,105,19.3,8.0,6.2,0.5,0.4,1.2,.574,.574,,.658,7.3,.174"
"428,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,University of California Los Angeles,2016,2019,255,16.8,7.1,2.1,1.2,0.6,0.2,.442,.510,.345,.807,7.3,.082"
"429,2006,NBA,1,20,NYK,Renaldo Balkman\balkmre01,21.354,F,us,University of South Carolina,2007,2012,221,13.9,4.0,3.5,0.6,0.7,0.5,.510,.543,.172,.542,7.2,.113"
"430,2010,NBA,1,16,MIN,Luke Babbitt\babbilu01,21.009,F,us,University of Nevada Reno,2011,2018,381,14.0,4.8,2.2,0.6,0.2,0.2,.408,.417,.402,.747,7.2,.065"
"431,2003,NBA,1,2,DET,Darko Mili?i?\milicda01,18.010,F-C,rs,,2004,2013,468,18.5,6.0,4.2,0.9,0.4,1.3,.460,.461,.000,.574,7.1,.040"
"432,2011,NBA,1,20,MIN,Donatas Motiej?nas\motiedo01,20.281,F-C,lt,,2013,2019,251,18.2,7.3,3.8,1.1,0.5,0.3,.469,.529,.300,.597,7.1,.075"
"433,2003,NBA,1,19,UTA,Sasha Pavlovi?\pavloal01,19.228,G-F,me,,2004,2013,567,15.7,4.9,1.8,0.9,0.5,0.2,.404,.433,.346,.673,7.0,.038"
"434,2017,NBA,1,27,BRK,Kyle Kuzma\kuzmaky01,21.339,F,us,University of Utah,2018,2019,147,32.1,17.3,5.9,2.2,0.6,0.4,.453,.533,.335,.731,7.0,.071"
"435,2013,NBA,2,39,POR,Jeff Withey\witheje01,23.118,C,us,University of Kansas,2014,2018,206,10.1,3.2,2.5,0.3,0.3,0.8,.525,.537,.143,.716,6.8,.157"
"436,2015,NBA,2,41,BRK,Pat Connaughton\connapa01,22.175,G,us,University of Notre Dame,2016,2019,216,14.9,4.6,2.3,1.2,0.3,0.2,.439,.544,.349,.796,6.8,.101"
"437,2006,NBA,1,17,IND,Shawne Williams\willish03,20.137,F,us,University of Memphis,2007,2015,314,17.1,5.6,3.0,0.7,0.4,0.5,.403,.469,.339,.755,6.7,.060"
"438,2003,NBA,1,13,MEM,Marcus Banks\banksma01,21.224,G,us,University of Nevada Las Vegas,2004,2011,348,16.0,5.9,1.5,2.1,0.8,0.2,.432,.462,.327,.768,6.6,.057"
"439,2015,NBA,1,2,LAL,D'Angelo Russell\russeda01,19.127,G,us,Ohio State University,2016,2019,272,28.5,16.5,3.7,5.1,1.2,0.2,.419,.465,.353,.762,6.6,.041"
"440,2005,NBA,1,9,GSW,Ike Diogu\dioguik01,21.296,F,us,Arizona State University,2006,2012,225,12.4,6.0,3.1,0.3,0.2,0.3,.509,.509,.500,.786,6.5,.112"
"441,2000,NBA,1,6,ATL,DerMarr Johnson\johnsde03,20.059,F,us,University of Cincinnati,2001,2008,344,17.2,6.2,2.2,0.9,0.6,0.4,.411,.469,.336,.789,6.4,.052"
"442,2014,NBA,1,24,CHH,Shabazz Napier\napiesh01,22.353,G,us,University of Connecticut,2015,2019,289,16.1,6.4,1.7,2.0,0.8,0.1,.393,.429,.354,.812,6.4,.066"
"443,2017,NBA,2,51,DEN,Monte Morris\morrimo01,22.001,G,us,Iowa State University,2018,2019,85,23.5,10.1,2.3,3.6,0.9,0.0,.494,.533,.412,.807,6.4,.153"
"444,2009,NBA,2,31,SAC,Jeff Ayres\pendeje02,22.063,F,us,Arizona State University,2010,2016,237,9.8,2.9,2.7,0.4,0.2,0.3,.553,.554,.400,.776,6.3,.131"
"445,2010,NBA,1,27,NJN,Jordan Crawford\crawfjo02,21.249,G,us,Xavier University,2011,2018,281,24.4,12.2,2.5,3.1,0.7,0.1,.411,.458,.317,.826,6.3,.044"
"446,2002,NBA,1,22,PHO,Casey Jacobsen\jacobca01,21.104,G-F,us,Stanford University,2003,2008,287,18.5,5.2,1.8,1.1,0.4,0.1,.393,.433,.352,.769,6.2,.056"
"447,2006,NBA,1,16,CHI,Rodney Carney\carnero01,22.079,F,us,University of Memphis,2007,2011,299,15.4,5.9,2.0,0.4,0.5,0.3,.422,.471,.338,.704,6.2,.064"
"448,2007,NBA,2,49,CHI,Aaron Gray\grayaa01,22.208,C,us,University of Pittsburgh,2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,.509,.511,.000,.562,6.2,.077"
"449,2002,NBA,1,17,WAS,Juan Dixon\dixonju01,23.266,G,us,University of Maryland,2003,2009,436,19.5,8.4,1.9,1.8,0.8,0.1,.413,.442,.341,.833,6.1,.034"
"450,2007,NBA,1,14,LAC,Al Thornton\thornal01,23.209,F,us,Florida State University,2008,2011,296,28.0,11.9,4.2,1.2,0.6,0.5,.452,.467,.293,.747,6.1,.035"
"451,2017,NBA,1,7,MIN,Lauri Markkanen\markkla01,20.036,F-C,fi,University of Arizona,2018,2019,120,30.9,16.7,8.2,1.3,0.6,0.6,.432,.488,.362,.859,6.1,.079"
"452,2018,NBA,2,36,NYK,Mitchell Robinson\robinmi01,20.086,C,us,,2019,2019,66,20.6,7.3,6.4,0.6,0.8,2.4,.694,.694,,.600,6.1,.217"
"453,2013,NBA,1,16,BOS,Lucas Nogueira\noguelu01,20.341,C,br,,2015,2018,141,12.4,3.2,2.8,0.5,0.6,1.0,.632,.681,.265,.640,6.0,.165"
"454,2002,NBA,1,28,SAC,Dan Dickau\dickada01,23.289,G,us,Gonzaga University,2003,2008,300,15.4,5.8,1.4,2.5,0.5,0.0,.401,.432,.341,.831,5.9,.061"
"455,2010,NBA,1,17,CHI,Kevin Séraphin\serapke01,20.204,F,gf,,2011,2017,423,15.2,5.9,3.5,0.6,0.2,0.7,.489,.491,.000,.715,5.9,.044"
"456,2012,NBA,1,30,GSW,Festus Ezeli\ezelife01,22.256,C,ng,Vanderbilt University,2013,2016,170,14.1,4.2,4.3,0.4,0.3,1.0,.513,.513,,.557,5.9,.119"
"457,2012,NBA,2,46,NOH,Darius Miller\milleda01,22.105,F,us,University of Kentucky,2013,2019,253,20.4,6.0,1.7,1.4,0.4,0.2,.418,.495,.382,.830,5.9,.055"
"458,2008,NBA,1,14,GSW,Anthony Randolph\randoan01,18.351,F,de,Louisiana State University,2009,2014,252,15.2,7.1,4.3,0.7,0.6,0.9,.453,.466,.241,.740,5.8,.072"
"459,2016,NBA,1,20,IND,Caris LeVert\leverca01,21.308,G-F,us,University of Michigan,2017,2019,168,24.8,11.1,3.6,3.4,1.0,0.3,.437,.499,.329,.707,5.8,.066"
"460,2018,NBA,1,1,PHO,Deandre Ayton\aytonde01,19.338,C,bs,University of Arizona,2019,2019,71,30.7,16.3,10.3,1.8,0.9,0.9,.585,.588,.000,.746,5.8,.128"
"461,2002,NBA,1,16,PHI,Ji?í Welsch\welscji01,22.156,G,cz,,2003,2006,247,18.6,6.1,2.4,1.5,0.8,0.1,.403,.425,.343,.752,5.7,.059"
"462,2005,NBA,2,38,ORL,Travis Diener\dienetr01,23.125,G,us,Marquette University,2006,2010,179,14.9,4.8,1.4,2.4,0.4,0.1,.388,.442,.353,.847,5.6,.102"
"463,2014,NBA,1,27,PHO,Bogdan Bogdanovi?\bogdabo01,21.317,G,rs,,2018,2019,148,27.9,12.9,3.1,3.5,1.0,0.2,.431,.473,.375,.833,5.6,.065"
"464,2017,NBA,2,42,UTA,Thomas Bryant\bryanth01,19.331,C,us,Indiana University,2018,2019,87,18.0,9.0,5.4,1.1,0.3,0.8,.606,.684,.312,.767,5.6,.172"
"465,2005,NBA,1,25,SEA,Johan Petro\petrojo01,19.157,C,fr,,2006,2013,473,15.4,4.7,3.9,0.5,0.4,0.5,.462,.464,.154,.678,5.5,.037"
"466,2017,NBA,1,30,UTA,Josh Hart\hartjo01,22.114,G,us,Villanova University,2018,2019,130,24.4,7.9,3.9,1.3,0.9,0.4,.435,.530,.361,.695,5.5,.083"
"467,2008,NBA,2,40,NJN,Chris Douglas-Roberts\douglch01,21.175,G,us,University of Memphis,2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,.439,.465,.329,.831,5.4,.059"
"468,2015,NBA,1,18,HOU,Sam Dekker\dekkesa01,21.055,F,us,University of Wisconsin,2016,2019,200,15.5,5.5,3.0,0.8,0.5,0.2,.478,.570,.288,.606,5.4,.083"
"469,2015,NBA,1,3,PHI,Jahlil Okafor\okafoja01,19.197,C-F,us,Duke University,2016,2019,190,21.1,11.5,5.1,0.9,0.3,0.9,.530,.533,.200,.679,5.3,.063"
"470,2016,NBA,2,32,LAL,Ivica Zubac\zubaciv01,19.102,C,ba,,2017,2019,140,14.7,6.9,4.6,0.8,0.3,0.7,.540,.543,.000,.761,5.3,.124"
"471,2009,NBA,2,36,MEM,Sam Young\youngsa01,24.030,F,us,University of Pittsburgh,2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,.442,.468,.280,.742,5.2,.063"
"472,2013,NBA,1,11,PHI,Michael Carter-Williams\cartemi01,21.266,G,us,Syracuse University,2014,2019,315,26.2,10.9,4.5,4.6,1.3,0.6,.401,.433,.251,.702,5.2,.030"
"473,2013,NBA,2,55,MEM,Joffrey Lauvergne\lauvejo01,21.276,C-F,fr,,2015,2018,208,13.6,5.6,3.8,0.9,0.3,0.2,.479,.520,.285,.719,5.2,.089"
"474,2016,NBA,1,15,DEN,Juan Hernangómez\hernaju01,20.274,F,es,,2017,2019,157,15.8,5.1,3.2,0.6,0.4,0.2,.437,.528,.366,.764,5.1,.100"
"475,2017,NBA,1,12,DET,Luke Kennard\kennalu01,21.003,G,us,Duke University,2018,2019,136,21.3,8.6,2.6,1.8,0.5,0.2,.441,.474,.403,.847,5.1,.085"
"476,2004,NBA,1,13,POR,Sebastian Telfair\telfase01,19.020,G,us,,2005,2015,564,21.5,7.4,1.6,3.5,0.7,0.1,.390,.419,.319,.777,5.0,.020"
"477,2006,NBA,2,33,ATL,Solomon Jones\jonesso01,21.352,F,us,University of South Florida,2007,2014,281,11.0,3.0,2.3,0.4,0.2,0.5,.467,.472,.111,.717,5.0,.078"
"478,2008,NBA,2,47,WAS,Henry Walker\walkebi01,20.266,F,us,Kansas State University,2009,2015,181,16.7,6.0,2.2,0.8,0.5,0.1,.446,.560,.369,.760,5.0,.079"
"479,2013,NBA,2,32,OKC,Álex Abrines\abrinal01,19.335,G-F,es,,2017,2019,174,16.0,5.3,1.4,0.5,0.5,0.1,.387,.443,.368,.880,5.0,.086"
"480,2016,NBA,1,19,DEN,Malik Beasley\beaslma01,19.214,G,us,Florida State University,2017,2019,165,15.9,7.2,1.7,0.8,0.5,0.1,.461,.539,.388,.789,5.0,.092"
"481,2016,NBA,2,33,LAC,Cheick Diallo\diallch01,19.288,F,ml,University of Kansas,2017,2019,133,12.6,5.5,4.6,0.4,0.3,0.5,.585,.588,.250,.747,5.0,.142"
"482,2017,NBA,1,5,SAC,De'Aaron Fox\foxde01,19.189,G,us,University of Kentucky,2018,2019,154,29.7,14.6,3.3,5.9,1.3,0.4,.439,.462,.345,.725,5.0,.053"
"483,2017,NBA,1,23,TOR,OG Anunoby\anunoog01,19.345,F,gb,Indiana University,2018,2019,141,20.1,6.4,2.7,0.7,0.7,0.3,.461,.587,.351,.605,5.0,.085"
"484,2007,NBA,1,21,PHI,Daequan Cook\cookda02,20.066,G,us,Ohio State University,2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,.369,.383,.359,.813,4.9,.039"
"485,2018,NBA,1,3,ATL,Luka Don?i?\doncilu01,19.118,G-F,si,,2019,2019,72,32.2,21.2,7.8,6.0,1.1,0.3,.427,.503,.327,.713,4.9,.101"
"486,2009,NBA,1,2,MEM,Hasheem Thabeet\thabeha01,22.135,C,tz,University of Connecticut,2010,2014,224,10.5,2.2,2.7,0.1,0.3,0.8,.567,.567,,.578,4.8,.099"
"487,2009,NBA,1,25,OKC,Rodrigue Beaubois\beaubro01,21.127,G,gp,,2010,2013,182,15.9,7.1,1.9,2.1,0.7,0.3,.439,.500,.325,.810,4.8,.079"
"488,2016,NBA,1,10,MIL,Thon Maker\makerth01,19.123,F-C,ss,,2017,2019,195,14.2,4.6,2.8,0.6,0.4,0.7,.421,.493,.326,.677,4.8,.083"
"489,2000,NBA,1,22,NYK,Donnell Harvey\harvedo01,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4.0,0.8,0.5,0.4,.460,.464,.100,.659,4.7,.069"
"490,2009,NBA,2,52,IND,A.J. Price\priceaj01,22.267,G,us,University of Connecticut,2010,2015,261,15.1,5.8,1.4,2.2,0.5,0.0,.380,.439,.316,.742,4.7,.058"
"491,2014,NBA,2,40,MIN,Glenn Robinson\robingl02,20.174,G-F,us,University of Michigan,2015,2019,219,14.4,4.4,2.1,0.6,0.4,0.2,.439,.480,.361,.726,4.7,.072"
"492,2015,NBA,1,21,DAL,Justin Anderson\anderju01,21.223,G,us,University of Virginia,2016,2019,216,13.2,5.3,2.6,0.7,0.4,0.3,.419,.523,.302,.778,4.7,.079"
"493,2012,NBA,1,5,SAC,Thomas Robinson\robinth01,21.109,F,us,University of Kansas,2013,2017,313,13.4,4.9,4.8,0.6,0.5,0.4,.470,.472,.000,.505,4.6,.053"
"494,2013,NBA,1,7,SAC,Ben McLemore\mclembe01,20.141,G,us,University of Kansas,2014,2019,368,23.7,8.8,2.5,1.1,0.7,0.2,.417,.466,.353,.783,4.6,.025"
"495,2013,NBA,2,47,ATL,Raul Neto\netora01,21.044,G,br,,2016,2019,199,14.2,4.8,1.3,1.9,0.6,0.1,.443,.482,.377,.776,4.6,.078"
"496,2016,NBA,1,12,UTA,Taurean Waller-Prince\princta02,22.099,F,us,Baylor University,2017,2019,196,25.5,11.4,3.8,2.0,0.9,0.4,.427,.468,.380,.823,4.6,.044"
"497,2004,NBA,1,16,UTA,Kirk Snyder\snydeki01,21.025,G,us,University of Nevada Reno,2005,2008,211,16.8,6.3,2.3,1.1,0.4,0.3,.438,.475,.327,.699,4.5,.061"
"498,2004,NBA,2,37,ATL,Royal Ivey\iveyro01,22.192,G,us,University of Texas at Austin,2005,2014,492,12.5,3.3,1.1,1.0,0.5,0.1,.406,.425,.361,.706,4.5,.035"
"499,2009,NBA,1,15,DET,Austin Daye\dayeau01,21.025,F,us,Gonzaga University,2010,2015,293,14.1,5.2,2.6,0.7,0.4,0.4,.402,.433,.351,.778,4.5,.053"
"500,2009,NBA,2,40,CHA,Derrick Brown\brownde04,21.296,F,us,Xavier University,2010,2012,171,14.9,5.2,2.4,0.7,0.5,0.2,.515,.528,.317,.637,4.5,.085"
"501,2016,NBA,1,2,LAL,Brandon Ingram\ingrabr01,18.299,F,us,Duke University,2017,2019,190,31.7,13.9,4.7,2.9,0.6,0.6,.458,.485,.329,.662,4.5,.036"
"502,2017,NBA,2,38,CHI,Jordan Bell\belljo01,22.172,F,us,University of Oregon,2018,2019,125,12.8,3.9,3.1,1.4,0.4,0.9,.570,.580,.000,.647,4.5,.136"
"503,2013,NBA,1,18,ATL,Shane Larkin\larkish01,20.273,G,us,University of Miami,2014,2018,256,19.1,5.5,1.9,2.9,0.9,0.1,.422,.454,.336,.777,4.4,.044"
"504,2006,NBA,1,27,PHO,Sergio Rodríguez\rodrise01,20.021,G,es,,2007,2017,353,15.0,4.9,1.5,3.4,0.6,0.0,.409,.451,.337,.739,4.3,.039"
"505,2013,NBA,2,34,HOU,Isaiah Canaan\canaais01,22.043,G,us,Murray State University,2014,2019,235,20.4,8.1,1.9,1.9,0.6,0.1,.371,.404,.351,.836,4.3,.043"
"506,2017,NBA,1,6,ORL,Jonathan Isaac\isaacjo01,19.267,F,us,Florida State University,2018,2019,102,24.8,8.5,5.0,1.0,0.9,1.3,.419,.484,.327,.806,4.2,.080"
"507,2000,NBA,1,13,ORL,Courtney Alexander\alexaco02,23.068,G,us,California State University Fresno,2001,2003,187,21.7,9.0,2.2,1.2,0.6,0.1,.422,.429,.339,.813,4.1,.048"
"508,2007,NBA,2,47,WAS,Dominic McGuire\mcguido01,21.256,F,us,California State University Fresno,2008,2013,342,15.6,2.7,3.4,1.2,0.5,0.5,.419,.423,.188,.658,4.1,.037"
"509,2017,NBA,1,29,SAS,Derrick White\whitede01,22.361,G,us,University of Colorado,2018,2019,84,22.2,8.5,3.3,3.2,0.8,0.6,.479,.523,.361,.762,4.1,.106"
"510,2002,NBA,1,12,LAC,Melvin Ely\elyme01,24.061,C,us,California State University Fresno,2003,2014,375,16.0,5.3,3.2,0.7,0.3,0.6,.460,.461,.000,.625,4.0,.032"
"511,2011,NBA,1,6,WAS,Jan Veselý\veselja01,21.065,F,cz,,2012,2014,162,15.2,3.6,3.5,0.6,0.7,0.5,.521,.523,.000,.408,4.0,.078"
"512,2017,NBA,1,21,OKC,Terrance Ferguson\fergute01,19.041,G-F,us,,2018,2019,135,20.0,5.2,1.4,0.7,0.5,0.2,.425,.574,.356,.754,4.0,.072"
"513,2006,NBA,1,12,NOK,Hilton Armstrong\armsthi01,21.234,F-C,us,University of Connecticut,2007,2014,292,11.6,3.0,2.6,0.3,0.3,0.5,.501,.503,.286,.582,3.9,.055"
"514,2007,NBA,1,13,NOK,Julian Wright\wrighju01,20.044,F,us,University of Kansas,2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,.499,.519,.262,.584,3.9,.061"
"515,2017,NBA,1,15,POR,Justin Jackson\jacksju01,22.092,G-F,us,University of North Carolina,2018,2019,149,20.9,7.0,2.7,1.1,0.4,0.2,.445,.544,.335,.765,3.9,.059"
"516,2008,NBA,1,29,DET,D.J. White\whitedj01,21.305,F,us,Indiana University,2009,2014,138,15.3,5.9,3.2,0.6,0.3,0.4,.507,.507,.333,.720,3.8,.087"
"517,2012,NBA,1,19,ORL,Andrew Nicholson\nichoan01,22.208,F,ca,St. Bonaventure University,2013,2017,285,14.3,6.0,3.0,0.4,0.3,0.3,.467,.498,.321,.773,3.8,.045"
"518,2014,NBA,1,8,SAC,Nik Stauskas\stausni01,20.267,G,ca,University of Michigan,2015,2019,335,19.9,6.8,2.1,1.5,0.4,0.2,.389,.436,.353,.814,3.8,.028"
"519,2009,NBA,2,38,POR,Jon Brockman\brockjo01,22.103,F,us,University of Washington,2010,2012,150,10.5,2.1,3.1,0.3,0.2,0.1,.488,.490,.000,.618,3.7,.113"
"520,2012,NBA,2,45,PHI,Justin Hamilton\hamilju01,22.094,C,us,Louisiana State University,2014,2017,113,17.4,6.1,3.6,0.8,0.5,0.6,.464,.560,.309,.798,3.7,.091"
"521,2005,NBA,1,14,MIN,Rashad McCants\mccanra01,20.281,G,us,University of North Carolina,2006,2009,249,20.2,10.0,2.0,1.3,0.7,0.2,.431,.467,.368,.741,3.6,.035"
"522,2016,NBA,2,31,BOS,Deyonta Davis\davisde01,19.208,C-F,us,Michigan State University,2017,2019,107,12.1,4.2,3.2,0.4,0.2,0.6,.599,.601,.000,.635,3.6,.131"
"523,2017,NBA,1,10,SAC,Zach Collins\colliza01,19.220,C-F,us,Gonzaga University,2018,2019,143,16.8,5.6,3.8,0.9,0.3,0.7,.441,.503,.321,.720,3.6,.072"
"524,2018,NBA,1,2,SAC,Marvin Bagley\baglema01,19.104,F,us,Duke University,2019,2019,62,25.3,14.9,7.6,1.0,0.5,1.0,.504,.534,.313,.691,3.6,.110"
"525,2018,NBA,1,26,PHI,Landry Shamet\shamela01,21.105,G,us,Wichita State University,2019,2019,79,22.8,9.1,1.7,1.5,0.5,0.1,.431,.453,.422,.806,3.6,.095"
"526,2017,NBA,1,2,LAL,Lonzo Ball\balllo01,19.243,G,us,University of California Los Angeles,2018,2019,99,32.4,10.0,6.2,6.4,1.6,0.6,.380,.449,.315,.437,3.5,.053"
"527,2005,NBA,2,39,LAL,Von Wafer\wafervo01,19.347,G,us,Florida State University,2006,2012,200,12.4,5.3,1.2,0.7,0.4,0.1,.420,.469,.325,.751,3.3,.064"
"528,2009,NBA,1,20,UTA,Eric Maynor\maynoer01,22.020,G,us,Virginia Commonwealth University,2010,2014,267,14.6,4.3,1.3,2.8,0.4,0.1,.392,.409,.350,.721,3.3,.041"
"529,2010,NBA,1,20,SAS,James Anderson\anderja01,21.096,G-F,us,Oklahoma State University,2011,2016,247,17.5,5.8,2.3,1.2,0.5,0.2,.411,.495,.321,.755,3.3,.037"
"530,2011,NBA,1,25,BOS,MarShon Brooks\brookma01,22.153,G-F,us,Providence College,2012,2019,200,17.3,8.0,2.1,1.4,0.6,0.2,.447,.478,.345,.751,3.3,.046"
"531,2015,NBA,1,8,DET,Stanley Johnson\johnsst04,19.031,F,us,University of Arizona,2016,2019,285,21.6,7.0,3.4,1.5,0.9,0.2,.374,.430,.293,.764,3.3,.026"
"532,2018,NBA,1,4,MEM,Jaren Jackson\jacksja02,18.284,F,us,Michigan State University,2019,2019,58,26.1,13.8,4.7,1.1,0.9,1.4,.506,.553,.359,.766,3.3,.105"
"533,2018,NBA,1,5,DAL,Trae Young\youngtr01,19.280,G,us,University of Oklahoma,2019,2019,81,30.9,19.1,3.7,8.1,0.9,0.2,.418,.477,.324,.829,3.3,.062"
"534,2018,NBA,1,11,CHO,Shai Gilgeous-Alexander\gilgesh01,19.349,G,ca,University of Kentucky,2019,2019,82,26.5,10.8,2.8,3.3,1.2,0.5,.476,.503,.367,.800,3.3,.074"
"535,2004,NBA,1,29,IND,David Harrison\harrida01,21.319,C,us,University of Colorado,2005,2008,189,14.2,5.0,2.9,0.2,0.3,1.0,.530,.530,,.525,3.2,.057"
"536,2006,NBA,1,30,POR,Joel Freeland\freeljo01,19.146,F-C,gb,,2013,2015,151,12.1,3.2,3.4,0.4,0.2,0.4,.459,.461,.000,.728,3.2,.084"
"537,2015,NBA,1,25,MEM,Jarell Martin\martija01,21.037,F,us,Louisiana State University,2016,2019,184,15.9,5.4,3.5,0.6,0.4,0.4,.434,.457,.346,.766,3.2,.053"
"538,2015,NBA,2,44,PHO,Andrew Harrison\harrian01,20.245,G,us,University of Kentucky,2017,2019,145,20.6,7.0,2.0,2.8,0.7,0.3,.373,.422,.294,.779,3.2,.051"
"539,2016,NBA,1,29,SAS,Dejounte Murray\murrade01,19.282,G,us,University of Washington,2017,2018,119,17.4,6.6,4.2,2.3,0.9,0.3,.441,.452,.316,.708,3.2,.074"
"540,2017,NBA,2,35,ORL,Ivan Rabb\rabbiv01,20.143,F,us,University of California,2018,2019,85,14.6,5.7,4.3,1.0,0.3,0.3,.555,.570,.200,.743,3.2,.125"
"541,2001,NBA,2,46,MIN,Loren Woods\woodslo01,23.012,F-C,us,University of Arizona,2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,.419,.423,.143,.642,3.1,.062"
"542,2005,NBA,1,15,NJN,Antoine Wright\wrighan01,21.148,G-F,us,Texas A&M University,2006,2011,297,19.2,5.4,2.3,1.0,0.5,0.2,.412,.467,.304,.674,3.1,.026"
"543,2007,NBA,1,6,MIL,Yi Jianlian\jianlyi01,19.249,F,cn,,2008,2012,272,22.2,7.9,4.9,0.7,0.5,0.7,.404,.413,.333,.780,3.1,.025"
"544,2016,NBA,1,14,CHI,Denzel Valentine\valende01,22.225,G,us,Michigan State University,2017,2018,134,22.9,8.0,4.1,2.3,0.7,0.1,.399,.434,.374,.754,3.1,.048"
"545,2001,NBA,1,11,BOS,Kedrick Brown\brownke01,20.106,G,us,Okaloosa-Walton Community College,2002,2005,143,13.5,3.6,2.4,0.7,0.6,0.2,.405,.471,.274,.640,3.0,.074"
"546,2005,NBA,2,48,SEA,Mickaël Gelabale\gelabmi01,22.043,F,gp,,2007,2013,145,16.2,4.6,2.3,0.8,0.3,0.2,.470,.519,.316,.815,3.0,.062"
"547,2007,NBA,1,17,NJN,Sean Williams\willise01,20.293,C-F,us,Boston College,2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,.511,.512,.000,.624,3.0,.073"
"548,2011,NBA,1,26,DAL,Jordan Hamilton\hamiljo02,20.265,G-F,us,University of Texas at Austin,2012,2016,151,13.9,5.9,2.8,0.8,0.5,0.2,.408,.451,.357,.670,3.0,.069"
"549,2011,NBA,1,28,CHI,Norris Cole\coleno01,22.258,G,us,Cleveland State University,2012,2017,360,22.3,7.0,2.0,2.7,0.8,0.1,.407,.436,.324,.743,3.0,.018"
"550,2012,NBA,1,23,ATL,John Jenkins\jenkijo01,21.120,G,us,Vanderbilt University,2013,2019,171,12.8,5.0,1.5,0.8,0.2,0.1,.441,.503,.367,.847,3.0,.065"
"551,2013,NBA,2,48,LAL,Ryan Kelly\kellyry01,22.085,F,us,Duke University,2014,2017,163,19.2,6.0,3.1,1.3,0.5,0.5,.378,.416,.316,.797,3.0,.046"
